Loaded checkpoints/v0.7.1/deepnash_async_v0.7.1_100000.pt (history=8); engine=/home/tristan/Dropbox/JKU/Semester_14/02_thesis/deepnash-rbc/tools/stockfish/stockfish-ubuntu-x86-64-bmi2
167879 03:34:25  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:34:25  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
[mq] game vs strangefish2 aborted: AssertionError: This can only be reached if a move eval is requested when already completed
167879 03:34:25  🦀  Starting a new game as black against RNaDPlayer.
167879 03:34:25  🦀  Starting a new game as black against RNaDPlayer.
167879 03:34:25  🦀  Starting a new game as black against RNaDPlayer.
167879 03:34:25  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:34:25  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:34:25  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:34:25  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_B_ALL.pk, was not found! Playing without it.
167879 03:34:25  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_B_ALL.pk, was not found! Playing without it.
167879 03:34:25  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_B_ALL.pk, was not found! Playing without it.
167879 03:34:54  🦀  I won by KING_CAPTURE
167879 03:34:54  🦀  I won by KING_CAPTURE
167879 03:34:54  🦀  I won by KING_CAPTURE
[mq:strangefish2] game 3/100 (W, loss): 10 moves analysed
167879 03:34:54  🦀  Starting a new game as white against RNaDPlayer.
167879 03:34:54  🦀  Starting a new game as white against RNaDPlayer.
167879 03:34:54  🦀  Starting a new game as white against RNaDPlayer.
167879 03:34:54  🦀  Starting a new game as white against RNaDPlayer.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
[mq] game vs strangefish2 aborted: AssertionError: This can only be reached if a move eval is requested when already completed
167879 03:34:54  🦀  Starting a new game as black against RNaDPlayer.
167879 03:34:54  🦀  Starting a new game as black against RNaDPlayer.
167879 03:34:54  🦀  Starting a new game as black against RNaDPlayer.
167879 03:34:54  🦀  Starting a new game as black against RNaDPlayer.
167879 03:34:54  🦀  Starting a new game as black against RNaDPlayer.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_B_ALL.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_B_ALL.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_B_ALL.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_B_ALL.pk, was not found! Playing without it.
167879 03:34:54  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_B_ALL.pk, was not found! Playing without it.
167879 03:35:39  🦀  I won by KING_CAPTURE
167879 03:35:39  🦀  I won by KING_CAPTURE
167879 03:35:39  🦀  I won by KING_CAPTURE
167879 03:35:39  🦀  I won by KING_CAPTURE
167879 03:35:39  🦀  I won by KING_CAPTURE
[mq:strangefish2] game 5/100 (W, loss): 11 moves analysed
167879 03:35:39  🦀  Starting a new game as white against RNaDPlayer.
167879 03:35:39  🦀  Starting a new game as white against RNaDPlayer.
167879 03:35:39  🦀  Starting a new game as white against RNaDPlayer.
167879 03:35:39  🦀  Starting a new game as white against RNaDPlayer.
167879 03:35:39  🦀  Starting a new game as white against RNaDPlayer.
167879 03:35:39  🦀  Starting a new game as white against RNaDPlayer.
167879 03:35:39  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_score_cache` is True, but the score cache file, w_cache.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:35:39  🦀  Parameter `load_opening_book` is True, but the default opening book, opening_books/opening_W_ALL.pk, was not found! Playing without it.
167879 03:36:04  🦀  I won by KING_CAPTURE
167879 03:36:04  🦀  I won by KING_CAPTURE
167879 03:36:04  🦀  I won by KING_CAPTURE
167879 03:36:04  🦀  I won by KING_CAPTURE
167879 03:36:04  🦀  I won by KING_CAPTURE
167879 03:36:04  🦀  I won by KING_CAPTURE
[mq:strangefish2] game 6/100 (B, loss): 7 moves analysed
167879 03:36:04  🦀  Starting a new game as black against RNaDPlayer.
167879 03:36:04  🦀  Starting a new game as black against RNaDPlayer.
167879 03:36:04  🦀  Starting a new game as black against RNaDPlayer.
167879 03:36:04  🦀  Starting a new game as black against RNaDPlayer.
167879 03:36:04  🦀  Starting a new game as black against RNaDPlayer.
167879 03:36:04  🦀  Starting a new game as black against RNaDPlayer.
167879 03:36:04  🦀  Starting a new game as black against RNaDPlayer.
167879 03:36:04  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:36:04  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:36:04  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
167879 03:36:04  🦀  Parameter `load_score_cache` is True, but the score cache file, b_cache.pk, was not found! Playing without it.
